Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached_ontime,Product_importance_enc,WarehouseBl_le,ModeShip_le
4,3,148,3,7,5034,1,2.0,0,2
5,2,265,2,7,5464,1,1.0,1,2
4,1,181,2,3,5877,0,0.0,2,2
6,5,189,2,4,5898,1,2.0,4,2
3,2,160,3,6,4808,1,1.0,3,2
3,3,235,3,10,4186,0,1.0,4,2
3,4,100,3,4,4191,0,1.0,0,2
5,5,135,4,7,5765,1,1.0,1,2
5,2,137,3,6,4883,0,0.0,2,2
4,2,222,3,9,5337,0,2.0,4,2
5,1,246,3,10,4078,1,1.0,3,2
3,3,202,3,8,5486,1,1.0,4,2
4,5,273,3,1,5043,1,0.0,0,2
5,1,248,2,9,5881,1,0.0,1,1
4,4,199,4,5,4194,0,1.0,2,1
4,3,209,3,7,4104,1,1.0,4,1
4,5,216,2,2,4905,0,0.0,3,1
4,2,227,3,2,4318,1,0.0,4,1
3,1,216,4,4,4416,0,1.0,0,1
2,3,242,2,1,5892,1,1.0,1,1
5,4,217,3,8,4949,1,1.0,2,1
2,2,160,3,9,4613,0,1.0,4,1
5,3,141,2,4,5257,0,1.0,3,1
5,4,263,2,5,4595,0,1.0,4,1
5,4,171,4,7,5359,1,0.0,0,1
3,5,195,2,4,4864,0,0.0,1,1
3,5,237,3,4,5561,1,0.0,2,1
2,5,241,4,4,5693,1,0.0,4,1
3,4,134,3,9,4230,1,1.0,3,1
5,5,156,3,5,5398,1,0.0,4,1
3,4,211,2,6,6000,0,0.0,0,1
3,2,243,2,5,4769,0,0.0,1,1
4,3,196,2,7,4116,1,1.0,2,1
3,3,242,2,7,4960,0,1.0,4,1
3,4,175,3,3,4449,0,0.0,3,1
2,2,155,3,1,5154,0,0.0,4,0
4,1,200,2,9,4808,1,0.0,0,0
3,3,191,3,4,4586,0,0.0,1,0
4,5,221,3,6,5895,0,0.0,2,0
3,1,135,3,9,4511,0,0.0,4,0
3,2,152,4,7,5943,1,1.0,3,0
2,5,172,2,7,4649,0,0.0,4,0
5,2,253,2,2,5643,1,2.0,0,0
5,1,270,2,10,5360,0,2.0,1,0
2,4,139,4,3,5041,0,2.0,2,0
5,2,257,4,9,5088,0,1.0,4,0
4,1,155,3,5,4283,1,0.0,3,0
3,5,125,2,5,4933,1,0.0,4,0
5,4,233,2,7,4597,1,0.0,0,0
3,3,205,2,6,4989,1,1.0,1,0
5,4,243,3,4,4420,1,1.0,2,0
4,4,208,3,10,4919,0,0.0,4,0
3,1,230,3,6,4392,0,1.0,3,0
4,5,205,3,5,4949,1,1.0,4,0
3,4,170,2,2,5664,0,0.0,0,0
4,2,222,2,5,4268,0,1.0,1,0
5,4,186,2,3,4213,0,0.0,2,0
5,1,208,2,8,5218,0,0.0,4,2
4,3,223,3,9,5897,0,1.0,3,2
5,3,154,2,8,4006,0,1.0,4,2
5,3,235,4,10,4011,0,1.0,0,2
4,3,271,3,1,4137,0,1.0,1,2
4,5,250,3,2,5206,0,0.0,2,2
4,2,206,2,4,5159,0,1.0,4,2
3,1,153,3,10,5121,1,0.0,3,2
4,4,212,2,6,4117,1,1.0,4,2
6,4,168,2,6,5686,0,2.0,0,2
3,1,171,2,10,5379,1,0.0,1,2
3,5,132,2,10,4462,1,0.0,2,2
5,3,141,3,9,4857,0,0.0,4,2
3,2,254,2,1,4334,0,0.0,3,2
4,4,159,2,6,5221,0,1.0,4,2
2,4,194,2,4,4803,1,0.0,0,2
4,3,178,6,6,4203,0,0.0,1,2
3,4,151,3,2,5712,1,0.0,2,2
5,1,244,2,5,4125,1,0.0,4,2
3,2,237,3,8,5287,1,0.0,3,2
3,1,241,3,9,5184,0,1.0,4,2
4,2,156,3,3,5923,0,0.0,0,2
4,3,243,3,1,5021,0,1.0,1,2
5,5,219,2,4,4289,0,1.0,2,2
4,5,168,2,2,5776,0,2.0,4,2
6,3,224,6,8,5661,0,2.0,3,2
4,4,216,2,2,5840,1,1.0,4,2
3,1,187,5,6,4698,0,0.0,0,2
5,3,204,3,1,4037,1,2.0,1,2
6,5,266,5,10,4140,0,0.0,2,2
3,4,179,2,2,4931,1,0.0,4,2
3,4,184,3,10,4776,0,0.0,3,2
6,2,204,4,2,4431,0,1.0,4,2
3,4,255,2,7,4332,1,1.0,0,2
4,1,272,2,5,5252,0,1.0,1,2
4,3,186,2,7,4947,1,0.0,2,2
5,4,147,4,6,4369,0,1.0,4,2
3,4,145,3,4,5361,1,1.0,3,2
5,1,255,3,6,5715,0,1.0,4,2
3,4,133,2,7,4663,0,0.0,0,2
4,1,155,4,1,4985,0,0.0,1,2
4,5,151,4,10,4796,0,1.0,2,2
4,2,270,2,3,4914,1,2.0,4,2
3,1,234,4,6,4942,0,2.0,3,2
3,5,186,2,4,4352,0,1.0,4,2
4,5,157,2,6,5937,0,1.0,0,2
4,4,268,3,7,5947,0,0.0,1,2
4,3,244,2,10,4486,1,0.0,2,2
4,5,190,3,2,4554,0,0.0,4,2
4,4,161,4,5,5038,0,0.0,3,2
2,4,162,3,2,5893,1,2.0,4,2
4,3,163,8,6,5739,0,1.0,0,2
3,3,211,6,5,5777,1,0.0,1,2
3,4,205,8,1,4977,1,1.0,2,2
3,5,150,3,4,4442,1,1.0,4,2
2,5,209,5,10,4623,1,1.0,3,2
5,2,250,3,6,5298,0,1.0,4,2
3,2,206,3,1,4431,1,2.0,0,2
5,2,244,3,2,4198,0,0.0,1,2
2,1,180,3,2,4615,1,0.0,2,2
4,4,256,3,1,5784,1,1.0,4,2
5,4,273,3,2,5672,1,1.0,3,2
4,1,178,8,6,4872,0,1.0,4,2
4,2,296,2,2,1233,0,1.0,0,2
3,3,249,5,9,1752,0,1.0,1,2
4,5,151,4,3,5470,0,1.0,2,2
4,3,270,2,5,5346,0,2.0,4,2
3,2,234,4,7,4568,1,2.0,3,2
3,4,186,2,9,5841,0,1.0,4,2
4,1,157,2,3,5801,0,1.0,0,2
4,2,268,3,3,5488,1,0.0,1,2
4,1,244,2,3,4644,1,0.0,2,2
4,4,190,3,2,4800,0,0.0,4,2
4,2,161,4,10,5322,0,0.0,3,2
2,2,162,3,10,4489,1,2.0,4,2
4,1,163,8,9,5489,1,1.0,0,2
3,2,211,6,2,4417,0,0.0,1,2
3,4,205,8,5,4869,1,1.0,2,2
3,3,150,3,4,5536,0,1.0,4,2
2,5,209,5,9,5565,0,1.0,3,2
5,3,250,3,4,4343,0,1.0,4,2
3,1,206,3,8,4763,1,2.0,0,2
5,5,244,3,9,5695,0,0.0,1,2
2,2,180,3,2,5033,1,0.0,2,2
4,5,256,3,10,4504,1,1.0,4,2
5,4,273,3,6,4044,1,1.0,3,2
4,2,178,8,5,4120,1,1.0,4,2
4,3,296,2,9,1523,1,1.0,0,2
4,2,275,6,2,1712,1,1.0,1,2
5,5,270,3,2,4351,1,0.0,2,2
6,5,224,4,6,4616,0,1.0,4,2
2,4,172,5,4,4668,0,0.0,3,2
4,4,176,3,1,4774,0,0.0,4,2
6,2,240,4,9,4099,0,0.0,0,1
3,4,213,3,5,4535,1,0.0,1,1
4,2,197,3,2,5707,0,0.0,2,1
4,5,167,2,7,4289,1,0.0,4,1
5,1,180,3,2,5013,1,0.0,3,1
3,1,119,2,10,4146,1,0.0,4,1
5,5,232,4,3,5447,0,0.0,0,1
3,5,139,2,7,5536,0,1.0,1,1
3,2,272,3,2,4459,1,0.0,2,1
3,2,253,3,7,4915,0,0.0,4,1
3,2,188,3,4,5376,0,0.0,3,1
3,4,202,3,5,5169,0,1.0,4,1
3,1,134,3,7,5802,1,0.0,0,1
3,5,110,3,3,4252,1,1.0,1,1
3,2,172,2,9,4532,1,0.0,2,1
3,1,188,3,3,4222,0,0.0,4,1
3,1,258,4,6,5365,1,1.0,3,1
5,3,234,3,10,5673,0,0.0,4,1
3,4,148,4,9,5301,0,1.0,0,1
5,3,194,4,2,5396,0,0.0,1,1
4,4,266,3,2,5413,1,1.0,2,1
5,5,158,3,7,5559,1,1.0,4,1
5,1,228,2,6,4984,1,2.0,3,0
4,5,159,2,1,5671,0,0.0,4,0
3,4,255,4,10,4107,0,0.0,0,0
3,4,213,3,4,5481,1,0.0,1,0
3,4,148,2,5,4693,1,0.0,2,0
4,5,219,3,6,5957,1,1.0,4,0
3,5,168,5,9,5731,1,1.0,3,0
4,3,148,5,6,4802,0,1.0,4,0
3,4,149,3,5,5467,0,0.0,0,0
3,5,245,6,9,4793,0,2.0,1,0
3,1,200,2,10,5178,1,1.0,2,0
3,1,228,3,9,5530,0,1.0,4,0
4,1,175,4,2,4053,0,0.0,3,0
3,3,201,3,9,5895,1,0.0,4,0
4,3,267,4,7,5140,0,0.0,0,0
3,4,217,2,9,5450,0,1.0,1,0
2,3,160,2,3,4409,0,2.0,2,0
4,4,264,3,2,4279,1,0.0,4,0
3,1,179,3,5,5898,1,2.0,3,0
4,5,259,3,10,4921,1,1.0,4,0
4,5,178,2,5,5403,0,2.0,0,0
3,2,242,5,6,4694,0,1.0,1,0
4,4,235,2,4,5671,0,0.0,2,2
4,1,247,2,7,5098,0,1.0,4,2
2,2,240,5,7,4138,1,0.0,3,2
3,1,252,2,4,5559,0,0.0,4,2
5,4,237,2,8,5600,1,0.0,0,2
4,2,161,3,4,5947,0,0.0,1,2
2,3,144,4,10,4075,0,0.0,2,2
4,1,163,4,2,5432,1,1.0,4,2
4,3,246,3,5,5118,0,0.0,3,2
3,2,213,3,10,5993,1,1.0,4,2
5,1,123,2,9,5497,0,0.0,0,2
4,3,192,3,1,4045,1,0.0,1,2
4,4,149,3,8,5658,1,0.0,2,2
5,3,206,4,1,4583,0,2.0,4,2
6,4,243,6,8,5218,0,0.0,3,2
4,5,136,3,1,4585,1,0.0,4,2
4,1,170,2,5,5182,0,1.0,0,2
2,4,180,2,8,4321,1,0.0,1,2
3,5,220,2,1,5663,0,0.0,2,2
3,3,144,2,6,5994,1,0.0,4,2
3,4,271,2,6,4218,0,1.0,3,2
4,4,186,2,9,4887,1,1.0,4,2
2,5,247,4,4,5255,1,1.0,0,2
4,4,202,3,2,4299,1,1.0,1,2
4,3,143,3,3,5062,1,1.0,2,2
3,1,180,3,10,5633,0,0.0,4,2
4,5,221,3,3,4430,1,1.0,3,2
4,3,173,3,7,4810,1,0.0,4,2
2,5,107,3,2,4853,0,1.0,0,2
3,4,259,2,3,4154,1,1.0,1,2
5,4,134,3,4,4908,0,1.0,2,2
3,2,204,4,4,4745,0,0.0,4,2
2,2,161,5,3,4138,0,1.0,3,2
6,4,100,5,7,5668,1,0.0,4,2
5,2,260,4,3,5890,0,1.0,0,2
5,2,196,3,4,4271,0,0.0,1,2
5,2,260,3,1,4799,1,0.0,2,2
3,1,193,4,5,4700,0,0.0,4,2
4,1,258,3,7,4159,0,1.0,3,2
4,3,254,4,9,4492,0,0.0,4,2
3,5,216,4,3,4934,0,0.0,0,2
4,1,273,3,5,5323,0,0.0,1,2
4,4,223,4,1,4219,0,0.0,2,2
4,1,182,2,10,5638,0,1.0,4,2
3,4,201,3,6,5722,1,0.0,3,2
4,3,249,3,6,5657,1,1.0,4,2
5,4,152,3,1,5314,1,0.0,0,2
3,1,244,4,6,4734,1,1.0,1,2
3,1,256,4,3,4398,1,1.0,2,2
4,2,223,3,3,5121,0,1.0,4,2
3,2,185,2,3,4816,1,2.0,3,2
3,1,166,3,9,4410,0,1.0,4,2
3,4,113,3,1,5765,1,1.0,0,2
4,1,134,2,7,5967,0,1.0,1,2
4,3,228,2,4,4719,1,2.0,2,2
3,4,204,2,10,5844,1,0.0,4,2
3,1,152,2,2,4136,0,1.0,3,2
3,2,195,2,9,5779,1,1.0,4,2
4,2,192,6,3,5173,0,2.0,0,2
4,2,247,3,8,4977,0,1.0,1,2
3,1,135,2,2,4163,0,1.0,2,2
4,2,209,2,1,5337,0,1.0,4,2
2,4,173,2,1,4721,0,0.0,3,2
4,4,222,2,5,5660,0,0.0,4,2
4,3,192,3,10,4086,1,1.0,0,2
3,5,206,3,6,5618,0,1.0,1,2
3,3,275,4,6,4687,1,1.0,2,2
2,3,192,3,8,5787,1,1.0,4,2
6,3,121,3,10,5208,0,1.0,3,2
4,2,177,3,8,4904,0,0.0,4,2
3,1,243,3,2,4989,0,0.0,0,2
3,2,262,4,1,4745,1,0.0,1,2
2,4,189,3,3,5897,1,0.0,2,2
5,4,178,2,4,5307,0,0.0,4,2
3,4,232,3,1,4228,1,1.0,3,2
4,5,254,3,1,4377,1,0.0,4,2
3,1,148,2,5,4082,1,1.0,0,2
4,3,253,4,4,4868,1,2.0,1,2
4,5,223,3,9,5279,1,1.0,2,2
2,2,190,2,7,4075,0,1.0,4,2
5,3,181,4,2,5332,0,0.0,3,2
2,3,226,3,8,5119,0,0.0,4,2
3,4,182,2,8,4883,0,1.0,0,2
2,4,191,3,6,4119,0,1.0,1,2
3,1,223,4,1,4195,0,0.0,2,2
4,5,274,3,4,4521,0,1.0,4,2
4,4,218,2,9,5637,0,0.0,3,2
3,5,197,3,3,5658,0,0.0,4,2
4,2,137,3,6,5271,0,0.0,0,2
2,1,163,3,3,5873,1,0.0,1,2
4,4,218,4,6,4377,1,0.0,2,2
5,1,245,3,6,4343,1,0.0,4,2
3,5,181,2,2,4089,0,1.0,3,2
6,3,222,5,2,4612,0,2.0,4,1
4,5,259,2,7,4390,1,0.0,0,1
3,4,157,3,6,5398,1,1.0,1,1
4,3,137,3,10,4820,1,1.0,2,1
3,3,242,3,8,4199,0,0.0,4,1
4,5,154,4,7,4938,0,1.0,3,1
3,2,150,2,3,4174,0,0.0,4,1
5,3,174,3,7,5510,1,1.0,0,1
5,5,265,3,3,5837,1,2.0,1,1
3,4,248,4,8,4540,0,1.0,2,1
4,3,186,3,7,5156,1,0.0,4,1
4,2,152,3,6,5764,1,1.0,3,1
3,3,163,3,2,5791,1,1.0,4,1
4,5,168,4,5,5735,1,1.0,0,1
4,3,102,3,3,4845,1,1.0,1,1
3,1,169,2,1,4783,1,1.0,2,1
6,1,163,4,3,4031,1,2.0,4,1
2,1,154,3,4,5100,0,1.0,3,1
3,5,271,2,3,4878,0,0.0,4,1
3,4,182,3,7,5409,1,1.0,0,1
4,1,173,3,5,5232,0,0.0,1,1
5,2,244,2,10,5696,0,0.0,2,1
4,5,214,2,8,4512,0,0.0,4,0
4,4,210,2,6,4076,0,2.0,3,0
5,3,194,7,10,5700,0,1.0,4,0
4,3,185,10,7,4818,1,2.0,0,0
3,3,121,2,10,5130,1,0.0,1,0
3,1,203,3,3,4137,0,1.0,2,0
2,5,134,10,8,5472,0,2.0,4,0
3,3,263,3,9,5665,1,1.0,3,0
5,1,279,8,6,5888,1,0.0,4,0
4,5,222,3,5,5584,0,0.0,0,0
4,1,233,2,9,4799,1,0.0,1,0
4,4,271,3,3,4152,0,0.0,2,0
3,4,118,4,6,5964,0,0.0,4,0
3,4,183,2,5,4261,1,0.0,3,0
3,4,217,3,5,4077,0,0.0,4,0
3,5,245,10,8,4909,1,1.0,0,0
3,4,143,4,5,5545,1,1.0,1,0
3,3,149,3,3,4189,0,1.0,2,0
4,5,275,6,10,1400,1,1.0,4,0
4,5,168,4,4,4776,1,1.0,3,0
4,1,102,3,3,4179,0,1.0,4,0
3,2,169,2,10,4038,1,1.0,0,0
6,5,163,4,3,5118,1,2.0,1,2
2,3,154,3,3,4478,0,1.0,2,2
3,3,271,2,8,4444,1,0.0,4,2
3,4,182,3,2,5281,1,1.0,3,2
4,5,173,3,7,4410,0,0.0,4,2
5,5,244,2,10,5794,0,0.0,0,2
4,5,214,2,3,5546,0,0.0,1,2
4,2,210,2,3,5876,1,2.0,2,2
5,1,194,7,8,4770,0,1.0,4,2
4,3,185,10,1,4973,0,2.0,3,2
3,1,121,2,2,5210,1,0.0,4,2
3,4,203,3,1,5543,0,1.0,0,2
2,3,134,10,1,5632,0,2.0,1,2
3,2,263,3,8,5447,1,1.0,2,2
5,2,279,8,5,4785,0,0.0,4,2
4,2,222,3,3,5130,0,0.0,3,2
4,2,233,2,5,4668,0,0.0,4,2
4,2,271,3,9,4085,0,0.0,0,2
3,5,118,4,10,5699,1,0.0,1,2
3,4,183,2,3,4179,1,0.0,2,2
3,4,217,3,5,4883,1,0.0,4,2
3,4,245,10,1,5363,0,1.0,3,2
3,2,143,4,7,4486,0,1.0,4,2
3,2,149,3,7,4049,1,1.0,0,2
4,2,275,6,9,1890,0,1.0,1,2
7,4,282,5,5,1149,0,0.0,2,2
4,1,276,2,3,1966,0,1.0,4,2
4,5,244,3,6,1360,1,0.0,3,2
5,5,258,4,7,5478,0,1.0,4,2
3,5,257,3,5,5657,0,0.0,0,2
4,2,195,5,9,5178,1,1.0,1,2
2,2,152,4,6,4606,1,0.0,2,2
2,1,100,3,1,5776,1,0.0,4,2
4,1,248,2,4,5783,0,1.0,3,2
4,5,274,2,2,4492,1,0.0,4,2
3,3,203,2,1,5244,0,0.0,0,2
6,5,194,5,8,4777,0,0.0,1,2
3,3,142,3,7,4439,0,0.0,2,2
4,5,208,5,7,5833,0,0.0,4,2
4,5,237,2,6,5954,0,1.0,3,2
3,1,210,2,9,4580,0,0.0,4,2
3,3,158,2,10,4061,1,0.0,0,2
3,3,148,3,1,5700,0,0.0,1,2
3,2,146,3,4,5846,1,2.0,2,2
3,3,155,3,3,5768,0,0.0,4,2
2,5,233,3,10,5211,1,1.0,3,2
3,4,165,2,8,4280,1,1.0,4,2
4,3,227,3,10,5491,1,1.0,0,2
5,3,197,4,6,4184,0,0.0,1,2
4,1,134,3,2,4983,0,1.0,2,2
5,2,134,2,9,5045,0,0.0,4,2
4,5,194,2,3,4724,1,0.0,3,2
3,4,172,3,4,4337,0,0.0,4,2
3,1,205,2,2,5322,0,1.0,0,2
3,1,191,5,9,5196,1,0.0,1,2
3,3,225,4,10,5690,0,0.0,2,2
5,5,152,6,2,4915,1,1.0,4,2
5,3,249,3,10,5001,1,1.0,3,2
5,5,136,3,4,4218,1,0.0,4,2
3,5,146,5,7,4538,0,2.0,0,2
5,2,259,2,1,4607,0,1.0,1,2
3,2,159,3,4,5577,1,1.0,2,2
5,1,162,3,5,4064,1,1.0,4,2
4,4,205,4,6,5064,0,0.0,3,2
5,5,155,3,6,4109,1,1.0,4,2
4,5,171,4,4,4151,0,1.0,0,2
3,1,244,3,1,5695,1,1.0,1,2
5,5,135,3,2,5849,1,1.0,2,2
4,2,147,3,5,5174,0,0.0,4,2
3,2,245,2,4,4514,1,0.0,3,2
5,4,266,6,5,5481,0,0.0,4,2
3,5,165,3,3,5409,0,0.0,0,2
4,3,226,3,1,5433,1,1.0,1,2
5,4,185,3,1,4925,0,1.0,2,2
5,3,267,3,9,5258,1,0.0,4,2
5,3,169,3,9,4289,1,0.0,3,2
4,1,191,3,6,5335,1,2.0,4,2
3,1,187,3,2,5154,1,1.0,0,2
3,2,265,6,9,5936,0,0.0,1,2
3,2,243,3,8,4093,0,1.0,2,2
6,3,166,3,2,5559,0,0.0,4,2
5,3,249,2,3,4440,0,1.0,3,2
4,1,271,2,1,4866,0,0.0,4,2
4,3,272,2,5,4681,1,1.0,0,2
4,3,226,2,8,4526,0,0.0,1,2
3,3,250,5,8,5762,1,1.0,2,2
2,5,135,6,9,5777,1,1.0,4,2
4,4,274,3,3,4202,1,2.0,3,2
4,4,184,3,2,4124,1,1.0,4,2
2,1,139,2,2,4520,1,1.0,0,2
3,3,198,2,8,4620,1,0.0,1,2
4,2,168,2,1,5154,0,1.0,2,2
4,4,245,4,4,5203,1,1.0,4,2
4,1,251,3,4,4374,1,0.0,3,1
4,1,153,2,9,4359,0,1.0,4,1
5,1,142,4,2,4735,1,1.0,0,1
4,5,148,3,5,4913,0,0.0,1,1
4,2,273,5,1,5012,0,0.0,2,1
3,1,180,6,5,4802,1,0.0,4,1
3,3,158,3,2,5205,1,0.0,3,1
4,3,240,2,2,5588,0,1.0,4,1
4,1,174,3,7,4813,1,0.0,0,1
4,2,186,3,6,4524,0,0.0,1,1
5,5,174,3,9,5969,1,2.0,2,1
4,1,260,4,10,4072,1,0.0,4,1
4,3,258,2,2,4308,0,0.0,3,1
4,2,262,2,3,4090,1,1.0,4,1
4,2,197,3,4,5800,0,0.0,0,1
4,1,238,3,4,5449,1,0.0,1,1
3,3,168,2,9,4608,0,0.0,2,1
4,3,266,3,9,5621,1,0.0,4,1
4,4,251,3,5,5460,0,2.0,3,1
3,5,272,2,3,5638,1,0.0,4,1
5,3,203,2,4,4311,1,1.0,0,1
5,5,168,3,6,4096,0,0.0,1,1
3,1,138,3,7,5534,0,1.0,2,0
3,1,129,3,9,5296,1,1.0,4,0
4,4,178,6,9,5279,1,0.0,3,0
5,1,211,2,1,5913,1,1.0,4,0
3,5,169,3,5,5750,0,2.0,0,0
3,2,267,3,8,5922,0,0.0,1,0
3,4,183,3,1,5959,1,0.0,2,0
3,1,194,2,8,4335,1,0.0,4,0
5,3,151,2,8,4749,0,0.0,3,0
6,3,225,4,5,4184,1,0.0,4,0
5,2,184,4,6,4155,1,0.0,0,0
3,2,269,2,1,4978,0,1.0,1,0
3,2,274,2,5,5161,0,1.0,2,0
5,4,142,2,7,5341,0,2.0,4,0
4,1,140,4,6,5067,0,0.0,3,0
4,1,219,5,5,5253,0,1.0,4,0
2,3,237,3,2,5331,0,1.0,0,0
3,5,140,5,7,4370,1,0.0,1,0
5,5,105,5,10,5418,1,0.0,2,0
3,1,192,2,6,4056,0,0.0,4,0
3,4,154,3,2,4990,1,0.0,3,0
5,5,165,2,3,4005,1,0.0,4,0
5,1,197,4,2,5594,1,0.0,0,2
3,5,274,3,3,5156,0,0.0,1,2
3,5,193,3,10,5991,1,2.0,2,2
3,1,252,4,4,4303,0,2.0,4,2
4,5,224,2,6,4994,0,0.0,3,2
5,2,230,4,4,4782,1,0.0,4,2
4,2,174,3,10,4318,0,1.0,0,2
3,2,226,3,3,4940,1,1.0,1,2
5,1,245,3,9,5690,0,1.0,2,2
5,1,206,5,2,5766,0,1.0,4,2
3,5,241,3,2,4976,1,0.0,3,2
3,4,148,4,1,4249,0,2.0,4,2
5,2,181,3,7,5875,0,0.0,0,2
4,3,146,3,8,5673,1,0.0,1,2
3,3,115,6,6,5636,0,2.0,2,2
4,5,201,3,10,4530,1,0.0,4,2
5,5,273,4,1,5225,1,0.0,3,2
5,5,228,5,6,4506,0,0.0,4,2
4,5,185,3,2,4336,1,0.0,0,2
6,1,170,3,10,4858,0,0.0,1,2
4,4,156,2,7,5017,0,0.0,2,2
4,4,159,3,3,5545,0,1.0,4,2
5,4,263,2,8,4914,0,2.0,3,2
3,5,159,3,1,4314,1,1.0,4,2
5,2,241,3,10,4244,1,0.0,0,2
5,1,167,3,3,4267,1,1.0,1,2
4,5,231,3,4,5089,1,0.0,2,2
4,2,233,2,5,4817,0,0.0,4,2
6,4,256,4,2,5021,0,2.0,3,2
3,1,205,4,3,4426,0,2.0,4,2
2,2,180,2,1,4407,0,2.0,0,2
2,3,187,2,10,5957,0,1.0,1,2
3,4,250,2,1,4922,1,1.0,2,2
4,4,273,2,9,5151,0,0.0,4,2
3,5,224,2,10,4445,0,0.0,3,2
3,2,195,2,8,4365,0,1.0,4,2
4,2,148,2,9,4334,0,0.0,0,2
3,4,181,2,4,4629,0,1.0,1,2
5,1,111,4,2,5978,1,2.0,2,2
3,2,181,3,9,4163,0,1.0,4,2
3,2,108,4,5,4787,0,0.0,3,2
4,5,188,5,1,5999,1,0.0,4,2
6,3,231,4,7,4553,1,0.0,0,2
2,3,230,3,4,5127,0,0.0,1,2
4,3,197,2,7,5449,0,0.0,2,2
3,1,252,3,6,5101,0,2.0,4,2
6,4,237,5,2,5437,1,1.0,3,2
4,4,182,3,8,5453,1,1.0,4,2
5,4,241,3,6,4157,0,2.0,0,2
4,4,247,2,6,5833,1,1.0,1,2
5,2,156,4,8,5014,0,0.0,2,2
5,4,189,3,7,4741,1,0.0,4,2
4,1,240,4,9,4471,1,0.0,3,2
3,1,196,3,8,4516,0,1.0,4,2
3,5,157,3,7,5100,0,0.0,0,2
2,2,203,4,10,5764,0,1.0,1,2
3,5,156,8,9,4733,1,1.0,2,2
3,3,172,6,5,5366,1,1.0,4,2
4,2,204,2,1,4533,0,0.0,3,2
4,2,283,7,9,5252,1,2.0,4,2
4,4,257,10,4,4710,0,1.0,0,2
2,4,147,2,3,5136,1,1.0,1,2
4,2,229,3,6,5691,1,0.0,2,2
2,1,111,2,1,4296,1,0.0,4,2
3,3,231,2,8,5021,0,2.0,3,2
4,1,197,3,6,5032,0,0.0,4,2
4,1,157,2,5,5647,0,1.0,0,2
3,3,201,10,10,5281,0,2.0,1,2
4,3,247,10,10,5644,0,2.0,2,2
5,5,184,3,5,5045,0,0.0,4,2
3,2,144,10,3,5000,0,2.0,3,2
3,4,245,4,9,4139,0,0.0,4,2
3,3,163,3,5,5638,0,0.0,0,2
3,1,154,10,3,4524,0,1.0,1,2
4,2,245,2,8,5871,1,0.0,2,2
3,3,268,10,2,5626,1,1.0,4,2
4,1,180,3,1,5677,0,0.0,3,2
2,2,230,3,7,4889,0,0.0,4,2
4,1,197,2,2,5685,0,0.0,0,2
3,5,252,3,4,4248,0,2.0,1,2
6,4,237,5,10,5434,0,1.0,2,2
4,2,182,3,7,4710,1,1.0,4,2
5,1,241,3,8,5306,1,2.0,3,2
4,3,247,2,3,4862,1,1.0,4,2
5,4,156,4,1,5533,1,0.0,0,2
5,2,189,3,1,5965,0,0.0,1,2
4,1,240,4,7,5905,1,0.0,2,2
3,4,196,3,8,5204,0,1.0,4,2
3,3,157,3,9,5807,1,0.0,3,2
2,1,203,4,4,4145,0,1.0,4,2
3,2,156,8,6,5637,1,1.0,0,2
3,4,172,6,1,4618,0,1.0,1,2
4,1,204,2,7,5795,0,0.0,2,2
4,3,283,7,1,4216,1,2.0,4,1
4,3,257,10,3,5881,1,1.0,3,1
2,5,147,2,8,5499,0,1.0,4,1
4,3,229,3,5,5225,1,0.0,0,1
2,5,111,2,4,4473,1,0.0,1,1
3,4,231,2,6,4452,0,2.0,2,1
4,2,197,3,2,4113,1,0.0,4,1
4,4,157,2,8,5398,0,1.0,3,1
3,4,201,10,7,4699,0,2.0,4,1
4,3,247,10,10,5882,0,2.0,0,1
5,5,184,3,2,5800,0,0.0,1,1
3,4,144,10,8,4440,0,2.0,2,1
3,4,245,4,4,5186,1,0.0,4,1
3,5,163,3,5,4570,0,0.0,3,1
3,3,154,10,1,5235,1,1.0,4,1
4,2,245,2,1,5978,0,0.0,0,1
3,2,268,10,9,4483,0,1.0,1,1
4,3,180,3,7,5718,0,0.0,2,1
3,3,182,4,10,1690,1,0.0,4,1
4,2,164,2,7,1116,0,0.0,3,1
6,4,136,3,2,1187,0,0.0,4,1
6,2,290,5,8,1512,1,1.0,0,1
6,1,134,3,10,1278,1,1.0,1,0
4,1,215,3,2,5563,1,0.0,2,0
4,4,213,4,2,5857,1,0.0,4,0
5,2,132,3,4,4475,1,1.0,3,0
3,5,220,4,2,4313,0,0.0,4,0
3,4,215,2,8,5683,0,0.0,0,0
6,5,212,2,5,4804,1,0.0,1,0
4,1,190,4,5,5570,1,1.0,2,0
5,2,171,3,3,4749,1,0.0,4,0
4,2,153,2,4,4069,1,1.0,3,0
3,1,164,3,2,5488,0,1.0,4,0
5,4,172,2,5,4554,1,0.0,0,0
3,1,199,6,7,4805,0,1.0,1,0
3,2,163,3,6,4323,0,1.0,2,0
5,2,263,3,9,4699,1,0.0,4,0
3,4,156,3,7,4636,0,1.0,3,0
4,3,206,4,1,4596,1,0.0,4,0
3,4,224,2,8,4162,0,0.0,0,0
3,3,221,2,5,4205,1,1.0,1,0
4,3,221,4,1,4865,0,0.0,2,0
2,3,263,3,10,4779,0,1.0,4,0
